#time_tag                 density      speed        temperature 
 2023-07-17 16:10:00.000  1.26         559.6        192393      
 2023-07-17 16:11:00.000  1.23         561.1        166314      
 2023-07-17 16:12:00.000  1.14         556.7        232687      
 2023-07-17 16:13:00.000  1.29         562.7        232218      
 2023-07-17 16:14:00.000  1.27         559.8        237074      
 2023-07-17 16:15:00.000  1.37         560.2        239917      
 2023-07-17 16:16:00.000  1.39         559.9        234256      
 2023-07-17 16:17:00.000  1.38         554.0        274365      
 2023-07-17 16:18:00.000  1.37         552.4        262504      
 2023-07-17 16:19:00.000  1.44         555.4        236176      
 2023-07-17 16:20:00.000  1.43         557.3        214917      
 2023-07-17 16:21:00.000  1.32         556.3        190332      
 2023-07-17 16:22:00.000  1.27         554.7        183444      
 2023-07-17 16:24:00.000  1.34         546.3        219998      
 2023-07-17 16:25:00.000  1.36         545.6        222547      
 2023-07-17 16:26:00.000  1.50         541.4        239353      
 2023-07-17 16:27:00.000  1.43         543.8        242604      
 2023-07-17 16:28:00.000  1.08         556.9        257416      
 2023-07-17 16:29:00.000  1.34         550.9        263951      
 2023-07-17 16:30:00.000  1.36         550.5        264418      
 2023-07-17 16:31:00.000  1.37         554.6        215375      
 2023-07-17 16:32:00.000  1.27         553.5        220738      
 2023-07-17 16:33:00.000  1.21         555.2        226544      
 2023-07-17 16:34:00.000  1.22         553.5        208436      
 2023-07-17 16:35:00.000  1.13         552.5        206727      
 2023-07-17 16:36:00.000  1.10         554.9        216123      
 2023-07-17 16:37:00.000  1.17         558.3        204405      
 2023-07-17 16:38:00.000  1.14         559.0        189104      
 2023-07-17 16:39:00.000  1.10         555.4        188922      
 2023-07-17 16:40:00.000  1.14         554.3        179479      
 2023-07-17 16:41:00.000  1.22         552.5        162225      
 2023-07-17 16:42:00.000  1.14         556.8        151838      
 2023-07-17 16:43:00.000  1.17         561.6        146658      
 2023-07-17 16:44:00.000  1.39         557.2        142472      
 2023-07-17 16:45:00.000  1.29         565.8        155381      
 2023-07-17 16:46:00.000  1.24         564.3        159172      
 2023-07-17 16:47:00.000  1.15         557.0        189616      
 2023-07-17 16:48:00.000  1.39         553.7        177542      
 2023-07-17 16:49:00.000  1.29         557.2        179175      
 2023-07-17 16:50:00.000  1.27         557.1        167774      
 2023-07-17 16:51:00.000  1.25         553.8        156241      
 2023-07-17 16:52:00.000  1.33         550.3        183478      
 2023-07-17 16:53:00.000  1.39         556.8        192568      
 2023-07-17 16:54:00.000  1.18         578.7        176242      
 2023-07-17 16:55:00.000  1.10         596.1        212756      
 2023-07-17 16:57:00.000  1.01         588.5        156710      
 2023-07-17 16:58:00.000  1.02         588.4        157985      
 2023-07-17 16:59:00.000  1.13         587.7        175829      
 2023-07-17 17:01:00.000  1.38         562.5        156231      
 2023-07-17 17:02:00.000  1.14         570.9        205786      
 2023-07-17 17:03:00.000  1.04         580.1        202611      
 2023-07-17 17:04:00.000  0.98         583.7        191214      
 2023-07-17 17:05:00.000  0.99         585.1        196503      
 2023-07-17 17:06:00.000  1.03         587.9        185161      
 2023-07-17 17:07:00.000  1.02         590.9        187176      
 2023-07-17 17:08:00.000  0.98         588.4        175264      
 2023-07-17 17:09:00.000  0.97         588.2        157280      
 2023-07-17 17:10:00.000  0.95         592.2        165093      
 2023-07-17 17:11:00.000  1.03         589.9        175676      
 2023-07-17 17:12:00.000  1.28         594.6        229493      
 2023-07-17 17:13:00.000  1.40         599.5        230448      
 2023-07-17 17:14:00.000  1.23         602.2        201227      
 2023-07-17 17:15:00.000  1.65         616.9        245879      
 2023-07-17 17:16:00.000  0.62         563.4        142622      
 2023-07-17 17:17:00.000  1.29         619.5        304380      
 2023-07-17 17:18:00.000  1.31         597.9        203857      
 2023-07-17 17:19:00.000  1.34         600.0        200498      
 2023-07-17 17:20:00.000  1.30         574.1        162959      
 2023-07-17 17:21:00.000  1.36         593.3        208599      
 2023-07-17 17:22:00.000  1.33         596.7        227858      
 2023-07-17 17:23:00.000  1.28         595.5        203180      
 2023-07-17 17:24:00.000  1.31         610.6        227717      
 2023-07-17 17:25:00.000  1.38         620.2        274324      
 2023-07-17 17:26:00.000  1.40         616.0        266570      
 2023-07-17 17:27:00.000  1.19         597.2        211843      
 2023-07-17 17:28:00.000  0.91         569.0        141248      
 2023-07-17 17:29:00.000  1.35         620.3        249588      
 2023-07-17 17:32:00.000  1.22         608.0        156383      
 2023-07-17 17:33:00.000  1.22         615.5        257563      
 2023-07-17 17:34:00.000  1.13         611.3        237367      
 2023-07-17 17:35:00.000  1.01         615.1        224647      
 2023-07-17 17:36:00.000  0.96         618.5        222991      
 2023-07-17 17:37:00.000  1.07         617.6        242258      
 2023-07-17 17:38:00.000  1.01         605.1        247459      
 2023-07-17 17:39:00.000  1.02         592.9        211545      
 2023-07-17 17:40:00.000  1.13         591.1        211730      
 2023-07-17 17:41:00.000  1.10         594.4        222444      
 2023-07-17 17:42:00.000  0.88         587.0        191197      
 2023-07-17 17:43:00.000  0.58         578.5        182584      
 2023-07-17 17:44:00.000  0.48         599.8        142646      
 2023-07-17 17:45:00.000  0.43         592.5        133189      
 2023-07-17 17:46:00.000  0.49         599.5        132916      
 2023-07-17 17:47:00.000  0.49         596.2        124957      
 2023-07-17 17:48:00.000  0.46         590.7        107457      
 2023-07-17 17:49:00.000  0.53         586.5        144010      
 2023-07-17 17:50:00.000  0.50         590.4        130256      
 2023-07-17 17:51:00.000  0.53         591.9        128225      
 2023-07-17 17:52:00.000  0.51         600.1        133649      
 2023-07-17 17:53:00.000  0.48         592.6        119899      
 2023-07-17 17:54:00.000  0.44         585.1        110471      
 2023-07-17 17:55:00.000  0.33         566.0        86587       
 2023-07-17 17:56:00.000  0.38         572.8        108003      
 2023-07-17 17:57:00.000  0.53         594.2        155274      
 2023-07-17 17:58:00.000  0.52         587.6        148166      
 2023-07-17 17:59:00.000  0.48         582.8        127078      
 2023-07-17 18:00:00.000  0.44         573.6        106921      
 2023-07-17 18:01:00.000  0.43         575.1        102471      
 2023-07-17 18:02:00.000  0.39         578.3        99841       
 2023-07-17 18:05:00.000  0.46         579.6        112169      
 2023-07-17 18:06:00.000  0.59         598.3        160007      
 2023-07-17 18:07:00.000  0.30         557.8        81054       
 2023-07-17 18:08:00.000  0.45         585.7        125730      
 2023-07-17 18:09:00.000  0.62         600.4        178139      
 2023-07-17 18:10:00.000  0.55         590.3        137430      
 2023-07-17 18:11:00.000  0.45         579.9        106757      
 2023-07-17 18:12:00.000  0.43         578.4        115736      
 2023-07-17 18:13:00.000  0.41         577.9        113758      
 2023-07-17 18:14:00.000  0.44         574.9        109487      
 2023-07-17 18:15:00.000  0.53         575.9        113433      
 2023-07-17 18:16:00.000  0.41         575.5        95680       
 2023-07-17 18:17:00.000  0.47         567.5        97491       
 2023-07-17 18:18:00.000  0.55         569.1        105524      
 2023-07-17 18:19:00.000  0.64         571.8        112745      
 2023-07-17 18:20:00.000  0.59         573.5        132220      
 2023-07-17 18:21:00.000  0.53         574.1        92113       
 2023-07-17 18:22:00.000  0.50         568.4        98937       
 2023-07-17 18:23:00.000  0.50         565.2        109459      
 2023-07-17 18:24:00.000  0.46         575.4        97967       
 2023-07-17 18:25:00.000  0.54         575.2        68433       
 2023-07-17 18:26:00.000  0.60         570.0        60977       
 2023-07-17 18:27:00.000  0.59         570.5        61109       
 2023-07-17 18:28:00.000  0.62         573.5        61763       
 2023-07-17 18:29:00.000  0.58         575.9        68076       
 2023-07-17 18:30:00.000  0.52         577.4        70779       
 2023-07-17 18:31:00.000  0.70         582.6        82376       
 2023-07-17 18:32:00.000  0.76         597.5        106581      
 2023-07-17 18:33:00.000  0.64         576.8        53594       
 2023-07-17 18:34:00.000  0.81         590.7        55470       
 2023-07-17 18:35:00.000  0.77         576.0        36909       
 2023-07-17 18:37:00.000  0.84         587.3        48368       
 2023-07-17 18:38:00.000  0.85         583.9        42802       
 2023-07-17 18:39:00.000  0.89         585.4        38698       
 2023-07-17 18:40:00.000  0.91         587.7        44507       
 2023-07-17 18:41:00.000  0.93         587.6        44424       
 2023-07-17 18:42:00.000  0.44         562.4        34121       
 2023-07-17 18:43:00.000  0.48         581.6        67674       
 2023-07-17 18:44:00.000  0.76         596.3        72537       
 2023-07-17 18:45:00.000  0.73         582.7        44386       
 2023-07-17 18:46:00.000  0.77         589.3        50397       
 2023-07-17 18:47:00.000  0.87         586.9        43573       
 2023-07-17 18:48:00.000  0.99         588.6        40182       
 2023-07-17 18:49:00.000  0.84         588.9        38422       
 2023-07-17 18:50:00.000  0.78         587.1        29903       
 2023-07-17 18:51:00.000  0.79         586.8        36581       
 2023-07-17 18:52:00.000  0.85         585.4        33338       
 2023-07-17 18:53:00.000  0.70         583.2        32719       
 2023-07-17 18:54:00.000  0.93         584.5        25678       
 2023-07-17 18:55:00.000  1.05         596.7        46273       
 2023-07-17 18:56:00.000  1.07         599.7        51691       
 2023-07-17 19:00:00.000  1.74         607.9        90022       
 2023-07-17 19:01:00.000  1.19         592.6        68077       
 2023-07-17 19:02:00.000  0.60         575.2        34137       
 2023-07-17 19:03:00.000  1.08         585.7        33897       
 2023-07-17 19:04:00.000  0.98         583.4        37220       
 2023-07-17 19:05:00.000  0.85         578.8        31313       
 2023-07-17 19:06:00.000  0.87         576.0        34896       
 2023-07-17 19:07:00.000  0.87         577.0        27760       
 2023-07-17 19:08:00.000  0.84         577.3        31290       
 2023-07-17 19:09:00.000  0.84         577.3        31290       
 2023-07-17 19:11:00.000  0.85         571.5        29853       
 2023-07-17 19:12:00.000  0.87         573.2        31140       
 2023-07-17 19:13:00.000  0.89         573.9        32807       
 2023-07-17 19:14:00.000  0.90         577.1        27687       
 2023-07-17 19:15:00.000  0.83         578.2        29111       
 2023-07-17 19:16:00.000  0.81         577.6        32101       
 2023-07-17 19:17:00.000  0.86         576.8        32425       
 2023-07-17 19:18:00.000  0.85         575.8        32520       
 2023-07-17 19:19:00.000  0.83         576.0        29576       
 2023-07-17 19:20:00.000  0.78         574.0        37009       
 2023-07-17 19:21:00.000  0.81         576.0        31317       
 2023-07-17 19:22:00.000  0.76         575.9        36323       
 2023-07-17 19:23:00.000  0.88         577.7        30677       
 2023-07-17 19:24:00.000  0.77         579.6        39111       
 2023-07-17 19:25:00.000  0.94         576.2        28931       
 2023-07-17 19:26:00.000  0.72         570.5        37187       
 2023-07-17 19:27:00.000  0.56         573.3        31699       
 2023-07-17 19:28:00.000  0.53         574.2        29982       
 2023-07-17 19:30:00.000  0.78         573.4        47157       
 2023-07-17 19:31:00.000  0.77         575.0        44242       
 2023-07-17 19:32:00.000  0.70         574.9        40909       
 2023-07-17 19:33:00.000  0.68         573.1        45078       
 2023-07-17 19:34:00.000  0.74         572.4        51164       
 2023-07-17 19:35:00.000  0.75         571.8        47756       
 2023-07-17 19:36:00.000  0.78         572.7        46234       
 2023-07-17 19:37:00.000  0.86         576.3        45216       
 2023-07-17 19:38:00.000  0.81         571.4        49892       
 2023-07-17 19:39:00.000  0.79         570.2        42739       
 2023-07-17 19:40:00.000  0.76         570.6        45004       
 2023-07-17 19:41:00.000  0.85         568.8        46250       
 2023-07-17 19:42:00.000  0.85         568.7        46339       
 2023-07-17 19:43:00.000  0.72         570.2        47857       
 2023-07-17 19:44:00.000  0.74         567.2        47139       
 2023-07-17 19:45:00.000  0.99         567.8        60721       
 2023-07-17 19:46:00.000  0.94         567.6        83635       
 2023-07-17 19:47:00.000  0.78         565.7        90875       
 2023-07-17 19:48:00.000  1.00         565.2        76708       
 2023-07-17 19:49:00.000  1.25         553.3        49405       
 2023-07-17 19:50:00.000  1.43         549.3        44067       
 2023-07-17 19:51:00.000  2.07         575.3        62879       
 2023-07-17 19:52:00.000  1.97         561.5        22443       
 2023-07-17 19:53:00.000  1.05         549.0        23467       
 2023-07-17 19:54:00.000  3.32         578.6        69798       
 2023-07-17 19:55:00.000  1.92         559.7        36690       
 2023-07-17 19:56:00.000  1.63         558.4        46002       
 2023-07-17 19:57:00.000  1.23         550.4        29045       
 2023-07-17 19:58:00.000  1.85         560.6        44262       
 2023-07-17 19:59:00.000  0.87         553.4        39362       
 2023-07-17 20:00:00.000  1.10         554.5        21524       
 2023-07-17 20:01:00.000  1.16         552.7        19821       
 2023-07-17 20:02:00.000  2.33         565.4        42442       
 2023-07-17 20:03:00.000  2.48         563.4        56153       
 2023-07-17 20:04:00.000  1.54         554.8        17981       
 2023-07-17 20:05:00.000  1.68         556.5        16705       
 2023-07-17 20:06:00.000  2.06         553.6        18815       
 2023-07-17 20:07:00.000  1.54         549.1        23569       
 2023-07-17 20:08:00.000  2.43         553.7        14657       
 2023-07-17 20:09:00.000  1.98         552.6        16050       
 2023-07-17 20:10:00.000  1.13         553.9        20833       
 2023-07-17 20:11:00.000  0.94         553.7        15170       
 2023-07-17 20:12:00.000  0.99         551.2        14980       
 2023-07-17 20:13:00.000  1.08         555.6        14453       
 2023-07-17 20:14:00.000  0.93         555.2        15563       
 2023-07-17 20:15:00.000  0.91         555.0        15739       
 2023-07-17 20:16:00.000  0.90         555.5        12849       
 2023-07-17 20:17:00.000  0.98         557.7        15687       
 2023-07-17 20:18:00.000  0.96         556.7        15536       
 2023-07-17 20:19:00.000  0.90         552.9        14590       
 2023-07-17 20:20:00.000  0.89         553.3        14191       
 2023-07-17 20:21:00.000  1.27         555.2        13152       
 2023-07-17 20:22:00.000  1.48         554.1        13608       
 2023-07-17 20:23:00.000  0.83         554.9        15716       
 2023-07-17 20:24:00.000  0.86         556.3        14689       
 2023-07-17 20:25:00.000  1.04         555.6        13332       
 2023-07-17 20:26:00.000  1.95         555.5        13137       
 2023-07-17 20:27:00.000  0.98         556.4        15328       
 2023-07-17 20:28:00.000  1.92         554.2        12534       
 2023-07-17 20:29:00.000  1.59         554.4        12534       
 2023-07-17 20:45:00.000  1.37         556.7        13225       
 2023-07-17 20:46:00.000  1.29         555.7        11819       
 2023-07-17 20:47:00.000  1.58         555.7        14417       
 2023-07-17 20:48:00.000  1.66         555.8        15123       
 2023-07-17 20:50:00.000  1.12         552.8        14009       
 2023-07-17 20:51:00.000  0.89         552.0        14531       
 2023-07-17 20:52:00.000  0.80         551.3        16185       
 2023-07-17 20:53:00.000  0.99         551.6        17147       
 2023-07-17 20:54:00.000  1.18         552.2        15436       
 2023-07-17 20:55:00.000  1.21         552.1        13164       
 2023-07-17 20:56:00.000  1.03         550.6        13169       
 2023-07-17 20:57:00.000  1.33         551.4        14322       
 2023-07-17 20:58:00.000  1.12         552.3        16707       
 2023-07-17 20:59:00.000  1.35         554.7        14651       
 2023-07-17 21:00:00.000  1.29         547.3        17345       
 2023-07-17 21:01:00.000  1.09         548.7        21355       
 2023-07-17 21:02:00.000  1.12         547.1        17559       
 2023-07-17 21:03:00.000  0.91         547.5        15885       
 2023-07-17 21:04:00.000  0.95         545.3        19222       
 2023-07-17 21:05:00.000  1.19         543.4        18484       
 2023-07-17 21:06:00.000  1.57         546.8        28835       
 2023-07-17 21:07:00.000  1.48         547.8        25637       
 2023-07-17 21:08:00.000  1.13         545.6        19020       
 2023-07-17 21:09:00.000  1.13         546.2        19509       
 2023-07-17 21:10:00.000  1.23         548.4        21973       
 2023-07-17 21:11:00.000  1.20         548.0        29412       
 2023-07-17 21:12:00.000  1.28         545.6        21640       
 2023-07-17 21:13:00.000  0.51         537.9        51193       
 2023-07-17 21:14:00.000  3.02         565.7        38477       
 2023-07-17 21:15:00.000  1.00         552.5        28372       
 2023-07-17 21:16:00.000  0.02         527.3        147231      
 2023-07-17 21:17:00.000  3.42         562.6        57042       
 2023-07-17 21:18:00.000  2.32         555.0        29769       
 2023-07-17 21:19:00.000  1.95         549.2        17302       
 2023-07-17 21:20:00.000  1.94         547.3        12928       
 2023-07-17 21:21:00.000  1.95         547.0        12179       
 2023-07-17 21:23:00.000  2.16         547.5        15824       
 2023-07-17 21:24:00.000  2.18         547.6        17854       
 2023-07-17 21:25:00.000  1.82         548.7        20814       
 2023-07-17 21:26:00.000  1.14         550.0        20811       
 2023-07-17 21:27:00.000  1.03         549.5        18282       
 2023-07-17 21:28:00.000  1.45         548.7        16816       
 2023-07-17 21:29:00.000  1.67         544.0        18500       
 2023-07-17 21:30:00.000  0.92         539.3        24042       
 2023-07-17 21:31:00.000  1.83         545.4        17411       
 2023-07-17 21:32:00.000  2.00         530.4        174987      
 2023-07-17 21:33:00.000  1.14         543.3        35216       
 2023-07-17 21:34:00.000  2.11         547.3        24058       
 2023-07-17 21:35:00.000  1.35         546.3        26606       
 2023-07-17 21:36:00.000  1.96         546.1        17914       
 2023-07-17 21:37:00.000  1.96         545.2        15983       
 2023-07-17 21:38:00.000  1.20         543.5        24912       
 2023-07-17 21:39:00.000  0.96         543.3        28876       
 2023-07-17 21:40:00.000  1.57         545.5        22690       
 2023-07-17 21:41:00.000  1.50         547.7        22329       
 2023-07-17 21:42:00.000  0.86         549.1        26610       
 2023-07-17 21:43:00.000  1.48         550.4        18816       
 2023-07-17 21:44:00.000  2.07         552.0        19037       
 2023-07-17 21:45:00.000  2.82         558.3        28586       
 2023-07-17 21:46:00.000  1.13         547.7        32359       
 2023-07-17 21:47:00.000  1.35         550.3        19399       
 2023-07-17 21:48:00.000  0.97         544.6        21954       
 2023-07-17 21:49:00.000  1.48         549.5        20440       
 2023-07-17 21:50:00.000  1.08         546.5        25898       
 2023-07-17 21:51:00.000  0.69         543.4        19761       
 2023-07-17 21:52:00.000  0.90         542.8        21947       
 2023-07-17 21:53:00.000  1.51         546.6        20080       
 2023-07-17 21:54:00.000  1.77         548.4        18431       
 2023-07-17 21:57:00.000  1.07         539.9        18998       
 2023-07-17 21:58:00.000  0.99         536.6        54820       
 2023-07-17 22:02:00.000  1.84         548.5        45172       
 2023-07-17 22:15:00.000  1.87         540.3        14268       
 2023-07-17 22:16:00.000  1.81         539.4        14772       
 2023-07-17 22:17:00.000  0.83         541.3        137946      
 2023-07-17 22:18:00.000  1.97         583.3        833031      
 2023-07-17 22:19:00.000  1.34         541.5        20341       
 2023-07-17 22:20:00.000  1.04         538.9        21346       
 2023-07-17 22:21:00.000  1.74         540.1        16245       
 2023-07-17 22:22:00.000  1.92         539.6        14367       
 2023-07-17 22:23:00.000  1.04         535.8        22631       
 2023-07-17 22:24:00.000  1.63         537.9        16350       
 2023-07-17 22:25:00.000  1.98         538.5        13869       
 2023-07-17 22:26:00.000  1.36         537.9        18286       
 2023-07-17 22:27:00.000  0.92         537.7        21039       
 2023-07-17 22:30:00.000  0.70         533.4        20177       
 2023-07-17 22:31:00.000  0.84         532.1        25244       
 2023-07-17 22:32:00.000  2.28         549.4        26934       
 2023-07-17 22:33:00.000  1.77         536.9        30826       
 2023-07-17 22:34:00.000  0.23         524.1        111660      
 2023-07-17 22:35:00.000  2.77         550.6        28789       
 2023-07-17 22:36:00.000  1.81         594.0        984368      
 2023-07-17 22:37:00.000  2.02         542.2        80660       
 2023-07-17 22:38:00.000  1.13         537.3        16928       
 2023-07-17 22:39:00.000  1.63         538.2        15839       
 2023-07-17 22:40:00.000  1.21         537.4        18905       
 2023-07-17 22:41:00.000  0.97         540.6        22845       
 2023-07-17 22:42:00.000  1.26         540.9        19206       
 2023-07-17 22:43:00.000  1.47         538.4        16489       
 2023-07-17 22:44:00.000  1.23         537.6        20079       
 2023-07-17 22:45:00.000  1.13         538.2        24554       
 2023-07-17 22:46:00.000  1.28         538.4        25480       
 2023-07-17 22:47:00.000  1.06         548.3        234955      
 2023-07-17 22:48:00.000  1.17         567.0        655830      
 2023-07-17 22:49:00.000  0.99         537.8        23417       
 2023-07-17 22:50:00.000  0.93         532.2        25425       
 2023-07-17 22:51:00.000  1.39         539.0        16663       
 2023-07-17 22:52:00.000  0.89         530.9        20387       
 2023-07-17 22:53:00.000  0.92         540.7        18115       
 2023-07-17 22:54:00.000  1.70         538.4        19163       
 2023-07-17 22:55:00.000  1.74         538.1        14801       
 2023-07-17 22:56:00.000  1.92         537.2        15543       
 2023-07-17 22:57:00.000  1.71         536.8        15754       
 2023-07-17 22:58:00.000  2.06         535.4        14569       
 2023-07-17 22:59:00.000  2.02         536.2        15180       
 2023-07-17 23:00:00.000  1.69         537.8        16268       
 2023-07-17 23:01:00.000  1.10         529.9        18837       
 2023-07-17 23:02:00.000  1.25         531.9        17871       
 2023-07-17 23:03:00.000  1.79         535.2        15238       
 2023-07-17 23:04:00.000  2.23         533.6        14536       
 2023-07-17 23:05:00.000  1.43         535.2        19278       
 2023-07-17 23:06:00.000  1.65         535.9        18456       
 2023-07-17 23:07:00.000  1.12         536.4        21643       
 2023-07-17 23:08:00.000  1.29         533.8        19353       
 2023-07-17 23:09:00.000  1.13         535.8        20501       
 2023-07-17 23:10:00.000  1.30         561.2        600226      
 2023-07-17 23:11:00.000  1.15         540.8        156374      
 2023-07-17 23:12:00.000  1.17         532.9        23661       
 2023-07-17 23:13:00.000  1.55         533.3        20558       
 2023-07-17 23:14:00.000  2.07         532.7        16322       
 2023-07-17 23:15:00.000  1.80         550.0        319061      
 2023-07-17 23:16:00.000  1.43         566.4        642501      
 2023-07-17 23:17:00.000  1.37         555.4        434370      
 2023-07-17 23:18:00.000  1.09         535.3        22324       
 2023-07-17 23:19:00.000  1.05         532.4        19814       
 2023-07-17 23:20:00.000  1.32         539.4        98568       
 2023-07-17 23:21:00.000  1.87         547.7        345165      
 2023-07-17 23:22:00.000  1.28         535.6        16999       
 2023-07-17 23:23:00.000  1.99         533.6        13940       
 2023-07-17 23:24:00.000  1.12         536.2        19102       
 2023-07-17 23:25:00.000  2.22         533.2        16299       
 2023-07-17 23:26:00.000  1.30         536.6        18990       
 2023-07-17 23:27:00.000  1.75         535.1        16058       
 2023-07-17 23:28:00.000  1.09         533.4        24280       
 2023-07-17 23:29:00.000  1.14         539.3        24654       
 2023-07-17 23:30:00.000  9.80         535.9        302599      
 2023-07-17 23:31:00.000  9.73         534.4        297460      
 2023-07-17 23:32:00.000  9.88         534.1        286448      
 2023-07-17 23:33:00.000  9.92         534.9        243294      
 2023-07-17 23:34:00.000  9.59         533.5        261088      
 2023-07-17 23:35:00.000  9.59         531.4        254584      
 2023-07-17 23:36:00.000  9.95         531.1        248868      
 2023-07-17 23:37:00.000  10.10        531.0        251752      
 2023-07-17 23:38:00.000  9.98         529.7        252757      
 2023-07-17 23:39:00.000  10.04        533.2        298567      
 2023-07-17 23:40:00.000  10.03        532.6        261913      
 2023-07-17 23:41:00.000  9.92         532.4        292905      
 2023-07-17 23:42:00.000  10.00        533.3        309268      
 2023-07-17 23:43:00.000  9.80         534.2        317191      
 2023-07-17 23:44:00.000  9.93         535.9        314490      
 2023-07-17 23:45:00.000  9.97         535.3        318627      
 2023-07-17 23:46:00.000  9.82         536.2        321279      
 2023-07-17 23:47:00.000  9.91         536.6        336296      
 2023-07-17 23:48:00.000  9.84         535.0        324851      
 2023-07-17 23:49:00.000  9.85         533.3        335172      
 2023-07-17 23:50:00.000  9.77         524.4        332566      
 2023-07-17 23:51:00.000  9.91         528.0        340297      
 2023-07-17 23:52:00.000  9.55         539.6        349744      
 2023-07-17 23:53:00.000  9.95         539.0        379706      
 2023-07-17 23:54:00.000  10.16        541.1        406995      
 2023-07-17 23:55:00.000  10.18        540.9        403371      
 2023-07-17 23:56:00.000  9.89         538.2        364041      
 2023-07-17 23:57:00.000  9.94         535.8        338540      
 2023-07-17 23:58:00.000  9.83         536.1        332242      
 2023-07-17 23:59:00.000  9.58         536.0        333707      
