iyr mon idm doy ihr min sec power
 10  3 11  70 14 28 10.0   0.502E-04
 10  3 11  70 14 29 40.0   0.134E-03
 10  3 11  70 14 31 10.0   0.819E-04
 10  3 11  70 14 32 40.0   0.123E-03
 10  3 11  70 14 34 10.0   0.995E-05
 10  3 11  70 14 35 40.0   0.361E-04
 10  3 11  70 14 37 10.0   0.511E-04
 10  3 11  70 14 38 40.0   0.587E-04
 10  3 11  70 14 40 10.0   0.211E-04
 10  3 11  70 14 41 40.0   0.465E-04
 10  3 11  70 14 43 10.0   0.341E-04
 10  3 11  70 14 44 40.0   0.980E-04
 10  3 11  70 14 46 10.0   0.129E-03
 10  3 11  70 14 47 40.0   0.508E-03
 10  3 11  70 14 49 10.0   0.101E-02
 10  3 11  70 14 50 40.0   0.247E-02
 10  3 11  70 14 52 10.0   0.146E-02
 10  3 11  70 14 53 40.0   0.288E-03
 10  3 11  70 14 55 10.0   0.727E-03
 10  3 11  70 14 56 40.0   0.920E-03
 10  3 11  70 14 58 10.0   0.502E-03
 10  3 11  70 14 59 40.0   0.243E-03
 10  3 11  70 15  1 10.0   0.859E-03
 10  3 11  70 15  2 40.0   0.107E-02
 10  3 11  70 15  4 10.0   0.282E-03
 10  3 11  70 15  5 40.0   0.444E-03
 10  3 11  70 15  7 10.0   0.351E-03
 10  3 11  70 15  8 40.0   0.296E-03
 10  3 11  70 15 10 10.0   0.139E-03
 10  3 11  70 15 11 40.0   0.191E-03
 10  3 11  70 15 13 10.0   0.746E-04
 10  3 11  70 15 14 40.0   0.402E-04
 10  3 11  70 15 16 10.0   0.527E-04
 10  3 11  70 15 17 40.0   0.137E-03
 10  3 11  70 15 19 10.0   0.746E-04
 10  3 11  70 15 20 40.0   0.353E-04
 10  3 11  70 15 22 10.0   0.171E-04
 10  3 11  70 15 23 40.0   0.964E-04
 10  3 11  70 15 25 10.0   0.125E-03
 10  3 11  70 15 26 40.0   0.424E-04
 10  3 11  70 15 28 10.0   0.216E-04
 10  3 11  70 15 29 40.0   0.188E-04
 10  3 11  70 15 31 10.0   0.937E-04
 10  3 11  70 15 32 40.0   0.130E-03
 10  3 11  70 15 34 10.0   0.205E-04
 10  3 11  70 15 35 40.0   0.533E-04
 10  3 11  70 15 37 10.0   0.596E-04
 10  3 11  70 15 38 40.0   0.502E-04
 10  3 11  70 15 40 10.0   0.112E-03
 10  3 11  70 15 41 40.0   0.425E-04
 10  3 11  70 15 43 10.0   0.603E-04
 10  3 11  70 15 44 40.0   0.406E-04
 10  3 11  70 15 46 10.0   0.127E-04
 10  3 11  70 15 47 40.0   0.125E-03
 10  3 11  70 15 49 10.0   0.721E-04
 10  3 11  70 15 50 40.0   0.340E-04
 10  3 11  70 15 52 10.0   0.472E-04
 10  3 11  70 15 53 40.0   0.858E-04
 10  3 11  70 15 55 10.0   0.106E-03
 10  3 11  70 15 56 40.0   0.192E-03
 10  3 11  70 15 58 10.0   0.210E-02
 10  3 11  70 15 59 40.0   0.187E-02
 10  3 11  70 16  1 10.0   0.100E-03
 10  3 11  70 16  2 40.0   0.129E-03
 10  3 11  70 16  4 10.0   0.161E-03
 10  3 11  70 16  5 40.0   0.313E-04
 10  3 11  70 16  7 10.0   0.969E-04
 10  3 11  70 16  8 40.0   0.173E-03
 10  3 11  70 16 10 10.0   0.185E-03
 10  3 11  70 16 11 40.0   0.209E-03
 10  3 11  70 16 13 10.0   0.280E-03
 10  3 11  70 16 14 40.0   0.152E-03
 10  3 11  70 16 16 10.0   0.552E-04
 10  3 11  70 16 17 40.0   0.120E-03
 10  3 11  70 16 19 10.0   0.183E-04
 10  3 11  70 16 20 40.0   0.153E-03
 10  3 11  70 16 22 10.0   0.903E-04
 10  3 11  70 16 23 40.0   0.187E-03
 10  3 11  70 16 25 10.0   0.415E-03
 10  3 11  70 16 26 40.0   0.354E-03
 10  3 11  70 16 28 10.0   0.226E-03
 10  3 11  70 16 29 40.0   0.814E-04
 10  3 11  70 16 31 10.0   0.178E-03
 10  3 11  70 16 32 40.0   0.139E-03
 10  3 11  70 16 34 10.0   0.479E-04
 10  3 11  70 16 35 40.0   0.564E-04
 10  3 11  70 16 37 10.0   0.837E-04
 10  3 11  70 16 38 40.0   0.896E-04
 10  3 11  70 16 40 10.0   0.528E-04
 10  3 11  70 16 41 40.0   0.217E-03
 10  3 11  70 16 43 10.0   0.722E-03
 10  3 11  70 16 44 40.0   0.499E-03
 10  3 11  70 16 46 10.0   0.377E-03
 10  3 11  70 16 47 40.0   0.500E-03
 10  3 11  70 16 49 10.0   0.182E-03
 10  3 11  70 16 50 40.0   0.359E-04
 10  3 11  70 16 52 10.0   0.128E-02
 10  3 11  70 16 53 40.0   0.166E-02
 10  3 11  70 16 55 10.0   0.135E-02
 10  3 11  70 16 56 40.0   0.947E-03
 10  3 11  70 16 58 10.0   0.435E-03
 10  3 11  70 16 59 40.0   0.992E-03
 10  3 11  70 17  1 10.0   0.523E-02
 10  3 11  70 17  2 40.0   0.431E-02
 10  3 11  70 17  4 10.0   0.979E-03
 10  3 11  70 17  5 40.0   0.690E-03
 10  3 11  70 17  7 10.0   0.573E-03
 10  3 11  70 17  8 40.0   0.748E-03
 10  3 11  70 17 10 10.0   0.586E-03
 10  3 11  70 17 11 40.0   0.409E-03
 10  3 11  70 17 13 10.0   0.731E-04
 10  3 11  70 17 14 40.0   0.260E-03
 10  3 11  70 17 16 10.0   0.525E-03
 10  3 11  70 17 17 40.0   0.774E-02
 10  3 11  70 17 19 10.0   0.131E-01
 10  3 11  70 17 20 40.0   0.507E-02
 10  3 11  70 17 22 10.0   0.111E-03
 10  3 11  70 17 23 40.0   0.215E-03
 10  3 11  70 17 25 10.0   0.752E-03
 10  3 11  70 17 26 40.0   0.101E-02
 10  3 11  70 17 28 10.0   0.299E-03
 10  3 11  70 17 29 40.0   0.429E-04
 10  3 11  70 17 31 10.0   0.772E-04
 10  3 11  70 17 32 40.0   0.915E-04
 10  3 11  70 17 34 10.0   0.739E-04
 10  3 11  70 17 35 40.0   0.110E-03
 10  3 11  70 17 37 10.0   0.134E-03
 10  3 11  70 17 38 40.0   0.203E-03
 10  3 11  70 17 40 10.0   0.173E-03
 10  3 11  70 17 41 40.0   0.112E-03
 10  3 11  70 17 43 10.0   0.218E-03
 10  3 11  70 17 44 40.0   0.206E-03
 10  3 11  70 17 46 10.0   0.154E-03
 10  3 11  70 17 47 40.0   0.293E-04
 10  3 11  70 17 49 10.0   0.103E-03
 10  3 11  70 17 50 40.0   0.128E-03
 10  3 11  70 17 52 10.0   0.487E-04
 10  3 11  70 17 53 40.0   0.351E-04
 10  3 11  70 17 55 10.0   0.774E-04
 10  3 11  70 17 56 40.0   0.692E-04
 10  3 11  70 17 58 10.0   0.986E-04
 10  3 11  70 17 59 40.0   0.455E-04
 10  3 11  70 18  1 10.0   0.944E-05
 10  3 11  70 18  2 40.0   0.113E-03
 10  3 11  70 18  4 10.0   0.733E-02
 10  3 11  70 18  5 40.0   0.794E-02
 10  3 11  70 18  7 10.0   0.467E-02
 10  3 11  70 18  8 40.0   0.229E-02
 10  3 11  70 18 10 10.0   0.146E-03
 10  3 11  70 18 11 40.0   0.377E-02
 10  3 11  70 18 13 10.0   0.632E-01
 10  3 11  70 18 14 40.0   0.895E-01
 10  3 11  70 18 16 10.0   0.226E-01
 10  3 11  70 18 17 40.0   0.196E-01
 10  3 11  70 18 19 10.0   0.169E-01
 10  3 11  70 18 20 40.0   0.969E-02
 10  3 11  70 18 22 10.0   0.199E-02
 10  3 11  70 18 23 40.0   0.738E-03
 10  3 11  70 18 25 10.0   0.342E-03
 10  3 11  70 18 26 40.0   0.377E-03
 10  3 11  70 18 28 10.0   0.113E-02
 10  3 11  70 18 29 40.0   0.623E-03
 10  3 11  70 18 31 10.0   0.106E-03
 10  3 11  70 18 32 40.0   0.199E-03
 10  3 11  70 18 34 10.0   0.660E-03
 10  3 11  70 18 35 40.0   0.131E-02
 10  3 11  70 18 37 10.0   0.863E-03
 10  3 11  70 18 38 40.0   0.234E-03
 10  3 11  70 18 40 10.0   0.376E-03
 10  3 11  70 18 41 40.0   0.309E-03
 10  3 11  70 18 43 10.0   0.250E-03
 10  3 11  70 18 44 40.0   0.394E-03
 10  3 11  70 18 46 10.0   0.910E-03
 10  3 11  70 18 47 40.0   0.765E-03
 10  3 11  70 18 49 10.0   0.296E-03
 10  3 11  70 18 50 40.0   0.586E-03
 10  3 11  70 18 52 10.0   0.323E-03
 10  3 11  70 18 53 40.0   0.390E-03
 10  3 11  70 18 55 10.0   0.976E-03
 10  3 11  70 18 56 40.0   0.143E-02
 10  3 11  70 18 58 10.0   0.187E-02
 10  3 11  70 18 59 40.0   0.120E-02
 10  3 11  70 19  1 10.0   0.951E-03
 10  3 11  70 19  2 40.0   0.494E-03
 10  3 11  70 19  4 10.0   0.284E-03
 10  3 11  70 19  5 40.0   0.329E-03
 10  3 11  70 19  7 10.0   0.160E-03
 10  3 11  70 19  8 40.0   0.872E-04
 10  3 11  70 19 10 10.0   0.820E-04
 10  3 11  70 19 11 40.0   0.477E-04
 10  3 11  70 19 13 10.0   0.713E-04
 10  3 11  70 19 14 40.0   0.113E-03
 10  3 11  70 19 16 10.0   0.161E-03
 10  3 11  70 19 17 40.0   0.110E-03
 10  3 11  70 19 19 10.0   0.161E-04
 10  3 11  70 19 20 40.0   0.769E-04
 10  3 11  70 19 22 10.0   0.173E-03
 10  3 11  70 19 23 40.0   0.452E-03
 10  3 11  70 19 25 10.0   0.527E-03
 10  3 11  70 19 26 40.0   0.128E-03
 10  3 11  70 19 28 10.0   0.942E-04
 10  3 11  70 19 29 40.0   0.651E-04
 10  3 11  70 19 31 10.0   0.759E-04
 10  3 11  70 19 32 40.0   0.103E-03
 10  3 11  70 19 34 10.0   0.104E-03
 10  3 11  70 19 35 40.0   0.645E-04
 10  3 11  70 19 37 10.0   0.873E-04
 10  3 11  70 19 38 40.0   0.915E-04
 10  3 11  70 19 40 10.0   0.675E-04
 10  3 11  70 19 41 40.0   0.153E-03
 10  3 11  70 19 43 10.0   0.830E-04
 10  3 11  70 19 44 40.0   0.714E-04
 10  3 11  70 19 46 10.0   0.139E-03
 10  3 11  70 19 47 40.0   0.104E-03
 10  3 11  70 19 49 10.0   0.138E-02
 10  3 11  70 19 50 40.0   0.288E-02
 10  3 11  70 19 52 10.0   0.193E-02
 10  3 11  70 19 53 40.0   0.665E-03
 10  3 11  70 19 55 10.0   0.134E-03
 10  3 11  70 19 56 40.0   0.549E-03
 10  3 11  70 19 58 10.0   0.269E-03
 10  3 11  70 19 59 40.0   0.328E-03
 10  3 11  70 20  1 10.0   0.256E-03
 10  3 11  70 20  2 40.0   0.155E-03
 10  3 11  70 20  4 10.0   0.147E-03
 10  3 11  70 20  5 40.0   0.135E-03
 10  3 11  70 20  7 10.0   0.304E-03
 10  3 11  70 20  8 40.0   0.416E-03
 10  3 11  70 20 10 10.0   0.224E-03
 10  3 11  70 20 11 40.0   0.758E-04
 10  3 11  70 20 13 10.0   0.110E-03
 10  3 11  70 20 14 40.0   0.287E-03
 10  3 11  70 20 16 10.0   0.316E-03
 10  3 11  70 20 17 40.0   0.166E-03
 10  3 11  70 20 19 10.0   0.546E-04
 10  3 11  70 20 20 40.0   0.236E-04
 10  3 11  70 20 22 10.0   0.850E-04
 10  3 11  70 20 23 40.0   0.139E-03
 10  3 11  70 20 25 10.0   0.206E-04
 10  3 11  70 20 26 40.0   0.123E-03
 10  3 11  70 20 28 10.0   0.818E-04
 10  3 11  70 20 29 40.0   0.378E-04
 10  3 11  70 20 31 10.0   0.529E-04
 10  3 11  70 20 32 40.0   0.235E-03
 10  3 11  70 20 34 10.0   0.348E-03
 10  3 11  70 20 35 40.0   0.101E-03
 10  3 11  70 20 37 10.0   0.339E-04
 10  3 11  70 20 38 40.0   0.699E-04
 10  3 11  70 20 40 10.0   0.152E-03
 10  3 11  70 20 41 40.0   0.143E-03
 10  3 11  70 20 43 10.0   0.147E-03
 10  3 11  70 20 44 40.0   0.402E-04
 10  3 11  70 20 46 10.0   0.742E-04
 10  3 11  70 20 47 40.0   0.540E-04
 10  3 11  70 20 49 10.0   0.215E-03
 10  3 11  70 20 50 40.0   0.165E-03
 10  3 11  70 20 52 10.0   0.159E-03
 10  3 11  70 20 53 40.0   0.297E-03
 10  3 11  70 20 55 10.0   0.297E-03
 10  3 11  70 20 56 40.0   0.107E-03
 10  3 11  70 20 58 10.0   0.313E-04
 10  3 11  70 20 59 40.0   0.690E-04
 10  3 11  70 21  1 10.0   0.838E-04
 10  3 11  70 21  2 40.0   0.111E-03
 10  3 11  70 21  4 10.0   0.794E-04
 10  3 11  70 21  5 40.0   0.849E-04
 10  3 11  70 21  7 10.0   0.419E-04
 10  3 11  70 21  8 40.0   0.113E-03
 10  3 11  70 21 10 10.0   0.263E-03
 10  3 11  70 21 11 40.0   0.475E-03
 10  3 11  70 21 13 10.0   0.414E-03
 10  3 11  70 21 14 40.0   0.179E-03
 10  3 11  70 21 16 10.0   0.129E-03
 10  3 11  70 21 17 40.0   0.156E-03
 10  3 11  70 21 19 10.0   0.844E-04
 10  3 11  70 21 20 40.0   0.181E-04
 10  3 11  70 21 22 10.0   0.190E-04
 10  3 11  70 21 23 40.0   0.272E-04
 10  3 11  70 21 25 10.0   0.466E-04
 10  3 11  70 21 26 40.0   0.159E-04
 10  3 11  70 21 28 10.0   0.349E-04
 10  3 11  70 21 29 40.0   0.677E-04
 10  3 11  70 21 31 10.0   0.105E-03
 10  3 11  70 21 32 40.0   0.124E-03
 10  3 11  70 21 34 10.0   0.551E-04
 10  3 11  70 21 35 40.0   0.902E-04
 10  3 11  70 21 37 10.0   0.260E-04
 10  3 11  70 21 38 40.0   0.164E-04
 10  3 11  70 21 40 10.0   0.367E-04
 10  3 11  70 21 41 40.0   0.760E-04
 10  3 11  70 21 43 10.0   0.970E-04
 10  3 11  70 21 44 40.0   0.547E-04
 10  3 11  70 21 46 10.0   0.687E-04
 10  3 11  70 21 47 40.0   0.369E-04
 10  3 11  70 21 49 10.0   0.311E-04
 10  3 11  70 21 50 40.0   0.158E-03
 10  3 11  70 21 52 10.0   0.173E-03
 10  3 11  70 21 53 40.0   0.552E-04
 10  3 11  70 21 55 10.0   0.272E-04
 10  3 11  70 21 56 40.0   0.433E-04
 10  3 11  70 21 58 10.0   0.383E-04
 10  3 11  70 21 59 40.0   0.351E-04
 10  3 11  70 22  1 10.0   0.478E-04
 10  3 11  70 22  2 40.0   0.439E-04
 10  3 11  70 22  4 10.0   0.553E-04
 10  3 11  70 22  5 40.0   0.640E-04
 10  3 11  70 22  7 10.0   0.355E-03
 10  3 11  70 22  8 40.0   0.296E-03
 10  3 11  70 22 10 10.0   0.741E-04
 10  3 11  70 22 11 40.0   0.536E-04
 10  3 11  70 22 13 10.0   0.327E-04
 10  3 11  70 22 14 40.0   0.403E-04
 10  3 11  70 22 16 10.0   0.344E-04
 10  3 11  70 22 17 40.0   0.297E-04
 10  3 11  70 22 19 10.0   0.976E-04
 10  3 11  70 22 20 40.0   0.978E-04
 10  3 11  70 22 22 10.0   0.109E-03
 10  3 11  70 22 23 40.0   0.864E-04
 10  3 11  70 22 25 10.0   0.478E-04
 10  3 11  70 22 26 40.0   0.139E-03
 10  3 11  70 22 28 10.0   0.220E-03
 10  3 11  70 22 29 40.0   0.721E-04
 10  3 11  70 22 31 10.0   0.856E-04
 10  3 11  70 22 32 40.0   0.662E-04
 10  3 11  70 22 34 10.0   0.636E-03
 10  3 11  70 22 35 40.0   0.577E-03
 10  3 11  70 22 37 10.0   0.390E-03
 10  3 11  70 22 38 40.0   0.771E-03
 10  3 11  70 22 40 10.0   0.548E-03
 10  3 11  70 22 41 40.0   0.525E-03
 10  3 11  70 22 43 10.0   0.277E-03
 10  3 11  70 22 44 40.0   0.414E-04
 10  3 11  70 22 46 10.0   0.114E-03
 10  3 11  70 22 47 40.0   0.256E-03
 10  3 11  70 22 49 10.0   0.104E-03
 10  3 11  70 22 50 40.0   0.589E-04
 10  3 11  70 22 52 10.0   0.328E-04
 10  3 11  70 22 53 40.0   0.930E-04
 10  3 11  70 22 55 10.0   0.335E-03
 10  3 11  70 22 56 40.0   0.347E-03
 10  3 11  70 22 58 10.0   0.789E-04
 10  3 11  70 22 59 40.0   0.150E-03
 10  3 11  70 23  1 10.0   0.205E-03
 10  3 11  70 23  2 40.0   0.306E-03
 10  3 11  70 23  4 10.0   0.417E-03
 10  3 11  70 23  5 40.0   0.206E-03
 10  3 11  70 23  7 10.0   0.254E-03
 10  3 11  70 23  8 40.0   0.259E-03
 10  3 11  70 23 10 10.0   0.200E-03
 10  3 11  70 23 11 40.0   0.231E-03
 10  3 11  70 23 13 10.0   0.247E-03
 10  3 11  70 23 14 40.0   0.199E-03
 10  3 11  70 23 16 10.0   0.317E-03
 10  3 11  70 23 17 40.0   0.458E-03
 10  3 11  70 23 19 10.0   0.124E-03
 10  3 11  70 23 20 40.0   0.193E-03
 10  3 11  70 23 22 10.0   0.187E-03
 10  3 11  70 23 23 40.0   0.172E-03
 10  3 11  70 23 25 10.0   0.329E-03
 10  3 11  70 23 26 40.0   0.643E-03
 10  3 11  70 23 28 10.0   0.318E-03
 10  3 11  70 23 29 40.0   0.178E-02
 10  3 11  70 23 31 10.0   0.131E-02
 10  3 11  70 23 32 40.0   0.484E-03
 10  3 11  70 23 34 10.0   0.824E-03
 10  3 11  70 23 35 40.0   0.871E-03
 10  3 11  70 23 37 10.0   0.130E-02
 10  3 11  70 23 38 40.0   0.326E-03
 10  3 11  70 23 40 10.0   0.132E-02
 10  3 11  70 23 41 40.0   0.992E-03
 10  3 11  70 23 43 10.0   0.190E-03
 10  3 11  70 23 44 40.0   0.144E-02
 10  3 11  70 23 46 10.0   0.131E-02
 10  3 11  70 23 47 40.0   0.316E-03
 10  3 11  70 23 49 10.0   0.223E-03
 10  3 11  70 23 50 40.0   0.415E-03
 10  3 11  70 23 52 10.0   0.771E-03
 10  3 11  70 23 53 40.0   0.845E-03
 10  3 11  70 23 55 10.0   0.159E-03
 10  3 11  70 23 56 40.0   0.310E-03
